event_id,session_id,user_id,event_step,event_time,device_type,browser,traffic_source,product_id,product_category,product_price,order_value,payment_method,location
535,S_1085,U_374,Checkout,2025-09-09 14:47:00,Mobile,Edge,Email,P_296,Electronics,3452.75,0.0,Debit Card,Bangalore
536,S_1050,U_517,Purchase,2025-07-20 20:47:00,Mobile,Chrome,Facebook,P_169,Clothing,2003.34,0.0,Debit Card,Bangalore
537,S_1961,U_233,Checkout,2025-08-20 09:17:00,Mobile,Edge,Email,P_202,Home & Kitchen,3813.38,0.0,COD,Hyderabad
538,S_1551,U_241,Homepage,2025-07-12 09:07:00,Mobile,Chrome,Direct,P_152,Clothing,4390.25,0.0,Credit Card,Chennai
539,S_1838,U_614,Product_Page,2025-09-19 01:00:00,Desktop,Firefox,Instagram,P_268,Clothing,2119.78,0.0,Credit Card,Mumbai
540,S_1722,U_557,Homepage,2025-09-28 10:17:00,Desktop,Edge,Facebook,P_116,Home & Kitchen,3387.9,0.0,COD,Bangalore
541,S_1736,U_269,Purchase,2025-09-26 19:45:00,Desktop,Safari,Email,P_160,Beauty,3858.48,3964.32,Debit Card,Chennai
542,S_1560,U_698,Add_to_Cart,2025-07-23 22:48:00,Mobile,Safari,Facebook,P_265,Electronics,1193.59,7106.2,UPI,Mumbai
543,S_1822,U_174,Homepage,2025-06-22 23:46:00,Desktop,Safari,Email,P_104,Sportswear,1863.2,0.0,Debit Card,Delhi
544,S_1756,U_373,Add_to_Cart,2025-07-24 23:01:00,Desktop,Firefox,Email,P_103,Clothing,811.34,0.0,UPI,Mumbai
545,S_1241,U_131,Add_to_Cart,2025-09-25 15:40:00,Mobile,Firefox,Google,P_263,Clothing,3130.38,715.07,UPI,Chennai
546,S_1128,U_589,Product_Page,2025-06-16 23:13:00,Mobile,Chrome,Google,P_167,Sportswear,4064.41,0.0,Debit Card,Chennai
547,S_1845,U_387,Homepage,2025-10-17 21:27:00,Desktop,Safari,Google,P_243,Electronics,3170.94,0.0,Debit Card,Mumbai
548,S_1561,U_240,Add_to_Cart,2025-06-06 22:33:00,Mobile,Chrome,Facebook,P_175,Clothing,1144.98,7925.75,Debit Card,Mumbai
549,S_1220,U_770,Product_Page,2025-07-11 03:10:00,Mobile,Chrome,Direct,P_294,Sportswear,2867.93,3238.48,UPI,Kolkata
550,S_1490,U_101,Checkout,2025-10-31 10:12:00,Mobile,Edge,Email,P_151,Clothing,4224.19,0.0,Credit Card,Bangalore
551,S_1126,U_705,Product_Page,2025-09-23 09:50:00,Tablet,Edge,Instagram,P_213,Beauty,1722.81,0.0,UPI,Chennai
552,S_1109,U_348,Checkout,2025-10-15 01:25:00,Desktop,Safari,Google,P_291,Beauty,4213.46,0.0,UPI,Bangalore
553,S_1638,U_184,Add_to_Cart,2025-10-09 12:24:00,Desktop,Firefox,Facebook,P_126,Clothing,3987.73,0.0,UPI,Bangalore
554,S_1339,U_425,Add_to_Cart,2025-10-27 23:54:00,Mobile,Edge,Facebook,P_232,Clothing,402.18,0.0,COD,Delhi
555,S_1916,U_457,Checkout,2025-07-06 02:19:00,Mobile,Firefox,Facebook,P_153,Beauty,1425.44,0.0,Credit Card,Chennai
556,S_1053,U_335,Product_Page,2025-06-15 08:31:00,Mobile,Chrome,Instagram,P_218,Clothing,2851.83,1614.76,UPI,Bangalore
557,S_1843,U_610,Homepage,2025-10-10 22:07:00,Mobile,Chrome,Instagram,P_290,Electronics,3672.8,0.0,UPI,Delhi
558,S_1431,U_661,Homepage,2025-08-07 05:04:00,Mobile,Chrome,Google,P_125,Electronics,4438.49,0.0,COD,Kolkata
559,S_1501,U_190,Checkout,2025-06-30 23:02:00,Tablet,Chrome,Instagram,P_299,Home & Kitchen,3312.9,0.0,UPI,Bangalore
560,S_1091,U_124,Add_to_Cart,2025-10-17 06:58:00,Tablet,Safari,Google,P_113,Electronics,2087.62,0.0,Credit Card,Bangalore
561,S_1908,U_13,Add_to_Cart,2025-07-26 20:55:00,Mobile,Chrome,Instagram,P_252,Clothing,1167.75,6982.29,UPI,Kolkata
562,S_1231,U_217,Homepage,2025-09-04 04:47:00,Desktop,Edge,Instagram,P_164,Clothing,3872.17,0.0,Credit Card,Chennai
563,S_1819,U_178,Homepage,2025-10-21 10:40:00,Mobile,Chrome,Instagram,P_190,Sportswear,1271.87,0.0,Credit Card,Mumbai
564,S_1445,U_62,Homepage,2025-09-13 05:19:00,Desktop,Firefox,Google,P_228,Electronics,3568.52,0.0,Debit Card,Kolkata
565,S_1884,U_580,Product_Page,2025-06-19 09:51:00,Desktop,Edge,Email,P_165,Beauty,1151.69,1567.2,COD,Mumbai
566,S_1711,U_67,Add_to_Cart,2025-08-12 02:06:00,Mobile,Firefox,Google,P_215,Beauty,727.95,0.0,COD,Chennai
567,S_1285,U_458,Product_Page,2025-08-01 09:43:00,Desktop,Firefox,Email,P_103,Home & Kitchen,1480.17,0.0,COD,Mumbai
568,S_1401,U_697,Product_Page,2025-08-31 21:09:00,Desktop,Safari,Facebook,P_215,Sportswear,1639.17,9434.61,Debit Card,Hyderabad
569,S_1262,U_720,Purchase,2025-10-06 20:20:00,Desktop,Safari,Facebook,P_108,Beauty,3341.88,504.27,Debit Card,Mumbai
570,S_1024,U_262,Product_Page,2025-08-08 02:50:00,Mobile,Firefox,Google,P_253,Home & Kitchen,1056.15,0.0,Credit Card,Kolkata
571,S_1261,U_153,Product_Page,2025-08-25 07:47:00,Mobile,Firefox,Email,P_213,Electronics,4672.44,3155.0,COD,Bangalore
572,S_1346,U_456,Checkout,2025-09-27 04:23:00,Mobile,Chrome,Email,P_202,Sportswear,2905.5,0.0,Debit Card,Bangalore
573,S_1563,U_753,Product_Page,2025-10-10 23:05:00,Desktop,Edge,Email,P_109,Sportswear,2607.38,0.0,Debit Card,Delhi
574,S_1002,U_540,Add_to_Cart,2025-06-27 03:21:00,Mobile,Chrome,Facebook,P_248,Clothing,2343.06,0.0,Debit Card,Kolkata
575,S_1355,U_171,Checkout,2025-07-28 19:23:00,Mobile,Safari,Google,P_228,Electronics,2963.03,0.0,Credit Card,Chennai
576,S_1804,U_97,Purchase,2025-07-16 06:40:00,Desktop,Safari,Direct,P_134,Sportswear,405.5,0.0,UPI,Delhi
577,S_1627,U_209,Homepage,2025-07-29 08:39:00,Mobile,Chrome,Email,P_131,Home & Kitchen,4953.41,0.0,Debit Card,Bangalore
578,S_1836,U_557,Purchase,2025-08-14 11:50:00,Desktop,Edge,Email,P_132,Beauty,2920.36,4588.75,Debit Card,Bangalore
579,S_1386,U_148,Product_Page,2025-09-11 11:22:00,Tablet,Firefox,Direct,P_287,Electronics,465.42,3161.48,Debit Card,Delhi
580,S_1486,U_486,Product_Page,2025-07-16 03:53:00,Mobile,Chrome,Google,P_255,Electronics,3072.89,8493.01,COD,Kolkata
581,S_1624,U_571,Product_Page,2025-10-02 04:05:00,Tablet,Safari,Email,P_259,Sportswear,2354.27,0.0,COD,Hyderabad
582,S_1416,U_329,Purchase,2025-10-22 04:45:00,Desktop,Edge,Google,P_140,Sportswear,412.98,0.0,Debit Card,Mumbai
583,S_1461,U_161,Product_Page,2025-10-26 18:18:00,Mobile,Safari,Email,P_170,Sportswear,4644.82,4735.02,Credit Card,Hyderabad
584,S_1015,U_67,Product_Page,2025-09-08 01:41:00,Mobile,Edge,Instagram,P_168,Home & Kitchen,349.66,0.0,UPI,Hyderabad
585,S_1336,U_304,Add_to_Cart,2025-08-17 21:24:00,Mobile,Edge,Email,P_270,Clothing,3016.0,0.0,COD,Hyderabad
586,S_1842,U_177,Homepage,2025-07-30 23:38:00,Tablet,Edge,Instagram,P_111,Sportswear,4820.42,0.0,UPI,Kolkata
587,S_1968,U_162,Homepage,2025-07-03 14:43:00,Desktop,Chrome,Google,P_144,Clothing,1416.74,4485.45,Debit Card,Hyderabad
588,S_1606,U_286,Homepage,2025-07-14 04:56:00,Desktop,Chrome,Email,P_274,Clothing,1494.64,0.0,COD,Mumbai
589,S_1852,U_28,Homepage,2025-10-11 11:10:00,Mobile,Chrome,Facebook,P_259,Electronics,301.99,0.0,UPI,Chennai
590,S_1371,U_47,Homepage,2025-10-31 01:03:00,Mobile,Edge,Facebook,P_222,Beauty,611.85,3761.51,Debit Card,Delhi
591,S_1227,U_456,Homepage,2025-06-27 10:21:00,Mobile,Edge,Direct,P_218,Beauty,510.98,0.0,COD,Hyderabad
592,S_1262,U_126,Add_to_Cart,2025-07-05 18:22:00,Desktop,Safari,Facebook,P_252,Home & Kitchen,4166.48,8460.88,Debit Card,Hyderabad
593,S_1321,U_83,Homepage,2025-06-26 23:42:00,Mobile,Firefox,Instagram,P_268,Home & Kitchen,4232.67,0.0,COD,Delhi
594,S_1094,U_582,Product_Page,2025-07-24 18:40:00,Desktop,Chrome,Facebook,P_105,Beauty,3715.49,0.0,UPI,Delhi
595,S_1453,U_92,Checkout,2025-07-30 15:44:00,Mobile,Edge,Facebook,P_264,Beauty,1957.9,0.0,UPI,Chennai
596,S_1171,U_305,Product_Page,2025-09-18 13:02:00,Mobile,Safari,Facebook,P_132,Electronics,4159.9,3540.88,COD,Bangalore
597,S_1134,U_480,Add_to_Cart,2025-10-24 00:22:00,Mobile,Safari,Email,P_182,Electronics,2836.94,0.0,Credit Card,Chennai
598,S_1742,U_111,Homepage,2025-07-08 17:04:00,Desktop,Safari,Direct,P_142,Beauty,1730.26,7622.59,Debit Card,Bangalore
599,S_1622,U_633,Homepage,2025-07-24 00:26:00,Mobile,Chrome,Google,P_113,Sportswear,2355.2,0.0,UPI,Kolkata
600,S_1314,U_82,Homepage,2025-10-25 21:21:00,Desktop,Chrome,Direct,P_151,Sportswear,609.11,0.0,Credit Card,Mumbai
601,S_1178,U_560,Homepage,2025-06-20 07:54:00,Desktop,Firefox,Instagram,P_205,Electronics,4741.07,0.0,COD,Chennai
602,S_1593,U_343,Product_Page,2025-09-08 16:22:00,Mobile,Safari,Email,P_197,Clothing,3209.85,0.0,UPI,Mumbai
603,S_1811,U_577,Homepage,2025-06-11 14:43:00,Tablet,Chrome,Email,P_133,Beauty,3736.8,9335.46,UPI,Delhi
604,S_1344,U_377,Homepage,2025-08-19 22:25:00,Desktop,Safari,Facebook,P_200,Home & Kitchen,3479.94,0.0,Debit Card,Chennai
605,S_1979,U_89,Homepage,2025-06-10 02:41:00,Mobile,Edge,Facebook,P_257,Sportswear,3438.42,6046.69,Credit Card,Kolkata
606,S_1350,U_278,Product_Page,2025-09-03 15:31:00,Mobile,Safari,Instagram,P_141,Clothing,381.13,8772.26,Debit Card,Delhi
607,S_1719,U_547,Homepage,2025-06-04 03:28:00,Mobile,Firefox,Email,P_285,Sportswear,2769.25,0.0,COD,Kolkata
608,S_1994,U_518,Product_Page,2025-08-23 19:26:00,Desktop,Chrome,Google,P_124,Clothing,4162.04,0.0,UPI,Kolkata
609,S_1977,U_559,Product_Page,2025-06-09 00:06:00,Tablet,Edge,Direct,P_210,Beauty,509.24,981.16,Credit Card,Hyderabad
610,S_1998,U_646,Add_to_Cart,2025-10-03 21:17:00,Desktop,Chrome,Email,P_129,Beauty,4793.98,0.0,Debit Card,Delhi
611,S_1097,U_12,Homepage,2025-09-16 06:42:00,Desktop,Edge,Google,P_287,Beauty,2293.55,3107.08,Credit Card,Kolkata
612,S_1956,U_777,Checkout,2025-06-18 09:39:00,Desktop,Safari,Google,P_176,Electronics,1662.51,9893.16,COD,Hyderabad
613,S_1951,U_479,Add_to_Cart,2025-06-19 14:01:00,Mobile,Safari,Direct,P_181,Clothing,2799.56,9259.09,UPI,Bangalore
614,S_1662,U_719,Homepage,2025-08-06 02:25:00,Desktop,Firefox,Google,P_230,Home & Kitchen,4065.71,0.0,Credit Card,Hyderabad
615,S_1956,U_451,Checkout,2025-09-07 15:40:00,Desktop,Firefox,Instagram,P_124,Home & Kitchen,2531.35,0.0,COD,Bangalore
616,S_1476,U_298,Purchase,2025-07-30 21:16:00,Desktop,Edge,Google,P_148,Beauty,3332.0,0.0,COD,Hyderabad
617,S_1547,U_732,Homepage,2025-10-18 00:55:00,Mobile,Firefox,Instagram,P_133,Home & Kitchen,2649.6,1740.79,UPI,Hyderabad
618,S_1253,U_396,Product_Page,2025-08-18 14:03:00,Mobile,Firefox,Google,P_167,Sportswear,3266.98,0.0,Debit Card,Mumbai
619,S_1819,U_574,Checkout,2025-10-16 06:13:00,Desktop,Firefox,Facebook,P_113,Clothing,948.75,0.0,UPI,Mumbai
620,S_1831,U_269,Add_to_Cart,2025-08-28 10:11:00,Mobile,Firefox,Google,P_201,Clothing,481.72,0.0,UPI,Delhi
621,S_1645,U_736,Homepage,2025-08-06 02:50:00,Mobile,Safari,Instagram,P_154,Clothing,943.44,0.0,Credit Card,Kolkata
622,S_1096,U_351,Homepage,2025-06-17 08:29:00,Mobile,Firefox,Google,P_103,Sportswear,1643.44,0.0,Credit Card,Mumbai
623,S_1952,U_3,Product_Page,2025-06-28 00:59:00,Desktop,Safari,Google,P_114,Electronics,1490.77,0.0,Debit Card,Bangalore
624,S_1018,U_19,Product_Page,2025-09-25 07:14:00,Mobile,Safari,Google,P_197,Sportswear,3191.32,0.0,COD,Mumbai
625,S_1726,U_677,Add_to_Cart,2025-10-11 04:02:00,Tablet,Chrome,Instagram,P_116,Clothing,2442.68,0.0,Credit Card,Delhi
626,S_1376,U_737,Product_Page,2025-09-16 02:38:00,Mobile,Safari,Google,P_275,Clothing,482.42,0.0,Debit Card,Chennai
627,S_1080,U_265,Product_Page,2025-06-25 10:02:00,Desktop,Safari,Direct,P_116,Clothing,463.87,0.0,UPI,Bangalore
628,S_1009,U_145,Add_to_Cart,2025-10-09 02:18:00,Mobile,Firefox,Direct,P_161,Home & Kitchen,725.76,1542.98,COD,Chennai
629,S_1875,U_155,Homepage,2025-09-28 08:06:00,Mobile,Safari,Instagram,P_214,Electronics,1959.48,0.0,UPI,Bangalore
630,S_1608,U_643,Product_Page,2025-06-28 10:18:00,Mobile,Edge,Facebook,P_272,Sportswear,329.06,0.0,COD,Kolkata
631,S_1271,U_455,Add_to_Cart,2025-08-07 18:21:00,Desktop,Firefox,Direct,P_134,Clothing,2621.74,6499.68,Credit Card,Kolkata
632,S_1279,U_286,Checkout,2025-08-27 05:38:00,Desktop,Firefox,Email,P_109,Beauty,1995.15,9898.2,UPI,Kolkata
633,S_1747,U_261,Product_Page,2025-07-05 16:53:00,Mobile,Firefox,Direct,P_300,Electronics,2910.57,0.0,UPI,Delhi
634,S_1105,U_22,Product_Page,2025-09-29 15:34:00,Mobile,Chrome,Email,P_118,Beauty,3687.88,0.0,COD,Mumbai
635,S_1170,U_678,Homepage,2025-09-04 23:20:00,Desktop,Firefox,Instagram,P_205,Electronics,1479.57,1577.81,Debit Card,Chennai
636,S_1400,U_196,Product_Page,2025-06-03 17:49:00,Tablet,Safari,Facebook,P_170,Clothing,1038.29,2540.52,COD,Chennai
637,S_1967,U_105,Product_Page,2025-10-09 14:14:00,Desktop,Edge,Email,P_184,Electronics,1606.85,0.0,Credit Card,Mumbai
638,S_1653,U_528,Homepage,2025-07-18 16:03:00,Mobile,Firefox,Email,P_131,Electronics,308.29,3882.12,Debit Card,Delhi
639,S_1062,U_776,Product_Page,2025-07-07 10:47:00,Mobile,Firefox,Direct,P_279,Clothing,864.06,8826.65,UPI,Mumbai
640,S_1293,U_556,Product_Page,2025-09-03 21:26:00,Mobile,Edge,Email,P_217,Beauty,3828.9,0.0,UPI,Hyderabad
641,S_1190,U_482,Homepage,2025-10-19 11:06:00,Tablet,Firefox,Instagram,P_225,Beauty,1347.19,0.0,UPI,Hyderabad
642,S_1914,U_555,Product_Page,2025-09-19 07:49:00,Desktop,Chrome,Instagram,P_160,Home & Kitchen,4973.21,0.0,Credit Card,Kolkata
643,S_1969,U_147,Homepage,2025-08-15 20:21:00,Mobile,Safari,Instagram,P_249,Beauty,1088.81,5182.06,UPI,Hyderabad
644,S_1275,U_470,Product_Page,2025-06-01 06:30:00,Desktop,Edge,Direct,P_107,Beauty,4007.23,0.0,UPI,Chennai
645,S_1830,U_158,Homepage,2025-07-28 20:16:00,Mobile,Edge,Facebook,P_240,Electronics,3613.71,7847.9,Debit Card,Kolkata
646,S_1013,U_442,Checkout,2025-07-10 14:53:00,Mobile,Chrome,Direct,P_270,Home & Kitchen,1814.02,0.0,Credit Card,Chennai
647,S_1972,U_28,Add_to_Cart,2025-10-30 06:50:00,Mobile,Safari,Instagram,P_118,Clothing,1854.47,8689.69,UPI,Delhi
648,S_1771,U_527,Add_to_Cart,2025-10-16 00:14:00,Desktop,Chrome,Direct,P_245,Clothing,2948.69,3101.37,Debit Card,Bangalore
649,S_1444,U_737,Checkout,2025-07-20 03:57:00,Mobile,Safari,Instagram,P_262,Sportswear,4306.16,0.0,UPI,Mumbai
650,S_1085,U_342,Product_Page,2025-09-25 08:39:00,Desktop,Chrome,Google,P_127,Home & Kitchen,2115.08,0.0,Debit Card,Bangalore
651,S_1898,U_302,Homepage,2025-10-10 19:20:00,Desktop,Firefox,Google,P_151,Electronics,587.55,6909.12,UPI,Chennai
652,S_1057,U_633,Product_Page,2025-06-22 20:59:00,Mobile,Chrome,Email,P_237,Sportswear,2059.77,0.0,Credit Card,Mumbai
653,S_1960,U_12,Add_to_Cart,2025-08-02 23:35:00,Mobile,Edge,Facebook,P_135,Sportswear,1274.37,0.0,COD,Chennai
654,S_1172,U_365,Add_to_Cart,2025-09-18 03:17:00,Mobile,Edge,Google,P_269,Clothing,4714.27,0.0,Credit Card,Delhi
655,S_1354,U_578,Product_Page,2025-06-02 14:06:00,Desktop,Edge,Instagram,P_118,Beauty,3577.19,0.0,Debit Card,Kolkata
656,S_1900,U_412,Homepage,2025-07-07 03:18:00,Desktop,Chrome,Direct,P_172,Electronics,538.91,0.0,UPI,Mumbai
657,S_1935,U_541,Product_Page,2025-06-12 04:44:00,Mobile,Edge,Direct,P_188,Home & Kitchen,1677.05,0.0,Credit Card,Chennai
658,S_1181,U_632,Product_Page,2025-10-14 23:08:00,Mobile,Edge,Email,P_192,Sportswear,536.02,8971.24,UPI,Hyderabad
659,S_1346,U_358,Add_to_Cart,2025-07-21 02:09:00,Desktop,Firefox,Direct,P_235,Electronics,4201.08,0.0,Credit Card,Hyderabad
660,S_1927,U_478,Add_to_Cart,2025-10-10 10:24:00,Mobile,Firefox,Google,P_201,Clothing,4559.59,7282.19,Debit Card,Chennai
661,S_1937,U_124,Product_Page,2025-08-19 16:03:00,Mobile,Safari,Direct,P_126,Sportswear,827.71,6689.71,COD,Bangalore
662,S_1079,U_42,Purchase,2025-06-14 13:28:00,Mobile,Safari,Google,P_167,Sportswear,2369.36,2098.34,Credit Card,Kolkata
663,S_1765,U_321,Add_to_Cart,2025-10-13 11:52:00,Mobile,Safari,Google,P_100,Clothing,4679.85,3530.49,UPI,Delhi
664,S_1431,U_266,Homepage,2025-09-01 18:36:00,Mobile,Chrome,Facebook,P_169,Clothing,982.49,0.0,UPI,Delhi
665,S_1170,U_331,Homepage,2025-08-30 02:18:00,Mobile,Safari,Email,P_119,Clothing,1671.95,0.0,UPI,Chennai
666,S_1764,U_27,Homepage,2025-10-01 07:04:00,Mobile,Chrome,Instagram,P_139,Electronics,1730.09,0.0,Debit Card,Delhi
667,S_1376,U_777,Homepage,2025-08-09 14:27:00,Desktop,Chrome,Google,P_281,Electronics,441.27,695.57,Debit Card,Mumbai
668,S_1231,U_231,Homepage,2025-07-22 20:14:00,Mobile,Safari,Email,P_169,Electronics,470.48,0.0,COD,Delhi
669,S_1367,U_662,Homepage,2025-06-19 14:19:00,Mobile,Safari,Instagram,P_225,Beauty,4778.13,0.0,UPI,Hyderabad
670,S_1033,U_651,Product_Page,2025-06-05 04:55:00,Mobile,Chrome,Direct,P_152,Sportswear,2984.14,0.0,COD,Chennai
671,S_1545,U_212,Homepage,2025-07-20 02:41:00,Desktop,Firefox,Email,P_242,Electronics,1741.25,9458.71,UPI,Mumbai
672,S_1832,U_290,Checkout,2025-10-19 01:02:00,Mobile,Edge,Email,P_231,Beauty,2079.77,661.21,Credit Card,Delhi
673,S_1929,U_340,Homepage,2025-10-09 11:23:00,Mobile,Edge,Email,P_203,Sportswear,3659.76,0.0,Credit Card,Hyderabad
674,S_1536,U_792,Product_Page,2025-10-16 17:55:00,Desktop,Edge,Direct,P_131,Electronics,2022.63,0.0,Credit Card,Kolkata
675,S_1275,U_702,Product_Page,2025-09-10 17:57:00,Mobile,Firefox,Direct,P_234,Clothing,1370.47,0.0,UPI,Bangalore
676,S_1169,U_605,Purchase,2025-06-11 12:15:00,Mobile,Chrome,Email,P_281,Home & Kitchen,778.64,7395.78,Credit Card,Delhi
677,S_1439,U_224,Homepage,2025-08-23 12:11:00,Desktop,Safari,Facebook,P_137,Electronics,3725.99,1271.67,UPI,Hyderabad
678,S_1923,U_200,Product_Page,2025-07-31 19:13:00,Tablet,Chrome,Google,P_252,Home & Kitchen,1148.66,4784.87,COD,Kolkata
679,S_1275,U_494,Purchase,2025-08-09 18:18:00,Mobile,Chrome,Direct,P_285,Electronics,627.35,0.0,Debit Card,Kolkata
680,S_1904,U_749,Checkout,2025-06-15 04:12:00,Mobile,Safari,Facebook,P_216,Clothing,2306.69,0.0,Credit Card,Hyderabad
681,S_1550,U_685,Checkout,2025-08-30 09:36:00,Desktop,Firefox,Direct,P_182,Home & Kitchen,485.98,1201.54,UPI,Hyderabad
682,S_1411,U_28,Product_Page,2025-08-01 13:46:00,Desktop,Edge,Email,P_274,Beauty,4835.49,0.0,UPI,Hyderabad
683,S_1303,U_746,Homepage,2025-08-27 13:06:00,Tablet,Edge,Facebook,P_290,Clothing,3248.28,0.0,COD,Bangalore
684,S_1616,U_490,Add_to_Cart,2025-06-20 10:50:00,Desktop,Chrome,Instagram,P_126,Home & Kitchen,1017.68,0.0,COD,Chennai
685,S_1479,U_753,Purchase,2025-09-13 13:27:00,Mobile,Firefox,Google,P_202,Home & Kitchen,1110.53,9795.77,Debit Card,Hyderabad
686,S_1433,U_702,Add_to_Cart,2025-06-08 18:27:00,Desktop,Edge,Google,P_258,Clothing,2978.19,0.0,COD,Chennai
687,S_1954,U_135,Add_to_Cart,2025-10-15 22:06:00,Desktop,Firefox,Direct,P_252,Clothing,1975.86,0.0,Debit Card,Kolkata
688,S_1706,U_530,Product_Page,2025-06-10 05:59:00,Desktop,Safari,Google,P_203,Clothing,3939.05,0.0,Debit Card,Bangalore
689,S_1186,U_708,Checkout,2025-07-02 07:15:00,Mobile,Chrome,Instagram,P_269,Sportswear,2865.29,0.0,COD,Kolkata
690,S_1689,U_798,Homepage,2025-06-04 06:16:00,Tablet,Chrome,Facebook,P_201,Beauty,2336.67,7651.25,Debit Card,Bangalore
691,S_1477,U_719,Product_Page,2025-07-12 23:07:00,Desktop,Firefox,Facebook,P_251,Electronics,4826.01,6515.99,Credit Card,Kolkata
692,S_1185,U_121,Product_Page,2025-08-21 07:46:00,Desktop,Edge,Email,P_212,Home & Kitchen,2136.43,0.0,Debit Card,Mumbai
693,S_1364,U_229,Product_Page,2025-07-31 01:36:00,Desktop,Firefox,Facebook,P_291,Electronics,2182.87,0.0,UPI,Mumbai
694,S_1146,U_449,Homepage,2025-08-11 01:03:00,Mobile,Safari,Direct,P_212,Clothing,3429.13,0.0,UPI,Hyderabad
695,S_1627,U_739,Homepage,2025-07-17 01:18:00,Mobile,Edge,Instagram,P_257,Beauty,4104.55,0.0,UPI,Chennai
696,S_1665,U_610,Add_to_Cart,2025-06-01 12:51:00,Mobile,Edge,Email,P_280,Beauty,3243.21,0.0,COD,Kolkata
697,S_1659,U_153,Product_Page,2025-08-26 17:31:00,Mobile,Firefox,Direct,P_137,Sportswear,3583.47,0.0,UPI,Bangalore
698,S_1910,U_471,Add_to_Cart,2025-06-20 21:45:00,Mobile,Safari,Direct,P_204,Clothing,2052.78,0.0,COD,Delhi
699,S_1092,U_620,Homepage,2025-10-30 07:09:00,Desktop,Edge,Direct,P_285,Home & Kitchen,2553.64,0.0,UPI,Mumbai
700,S_1713,U_551,Product_Page,2025-07-04 07:55:00,Tablet,Chrome,Google,P_147,Sportswear,1226.06,0.0,Debit Card,Mumbai
701,S_1737,U_438,Product_Page,2025-09-01 20:24:00,Desktop,Safari,Direct,P_294,Clothing,3497.16,0.0,COD,Kolkata
702,S_1181,U_584,Homepage,2025-09-22 07:56:00,Desktop,Edge,Google,P_179,Sportswear,1340.82,0.0,UPI,Delhi
703,S_1715,U_206,Product_Page,2025-06-20 20:07:00,Mobile,Firefox,Facebook,P_290,Electronics,305.91,9996.77,Debit Card,Chennai
704,S_1581,U_485,Homepage,2025-06-14 07:49:00,Mobile,Edge,Google,P_204,Clothing,4688.68,0.0,COD,Chennai
705,S_1665,U_313,Homepage,2025-08-27 04:50:00,Mobile,Chrome,Direct,P_239,Home & Kitchen,1738.27,0.0,Debit Card,Chennai
706,S_1706,U_532,Purchase,2025-07-25 23:02:00,Mobile,Safari,Instagram,P_256,Home & Kitchen,1224.17,0.0,Debit Card,Hyderabad
707,S_1554,U_132,Product_Page,2025-09-14 01:47:00,Mobile,Edge,Instagram,P_110,Clothing,1560.29,0.0,Debit Card,Hyderabad
708,S_1968,U_232,Checkout,2025-10-15 12:51:00,Desktop,Chrome,Facebook,P_111,Sportswear,1853.1,0.0,COD,Kolkata
709,S_1284,U_171,Product_Page,2025-07-13 09:28:00,Mobile,Edge,Direct,P_167,Beauty,2530.37,0.0,COD,Delhi
710,S_1515,U_606,Add_to_Cart,2025-09-18 10:11:00,Mobile,Edge,Google,P_164,Clothing,625.95,5178.29,Credit Card,Kolkata
711,S_1004,U_649,Checkout,2025-09-17 17:38:00,Mobile,Safari,Instagram,P_210,Home & Kitchen,547.56,0.0,Credit Card,Bangalore
712,S_1204,U_319,Add_to_Cart,2025-09-19 23:31:00,Mobile,Firefox,Email,P_205,Electronics,1676.68,0.0,Credit Card,Delhi
713,S_1210,U_788,Product_Page,2025-06-13 03:40:00,Desktop,Firefox,Direct,P_104,Home & Kitchen,1690.1,0.0,Credit Card,Bangalore
714,S_1923,U_462,Product_Page,2025-09-15 15:42:00,Mobile,Chrome,Direct,P_182,Beauty,852.94,0.0,COD,Delhi
715,S_1609,U_133,Product_Page,2025-08-07 12:14:00,Mobile,Chrome,Email,P_126,Home & Kitchen,2202.52,9937.62,Credit Card,Hyderabad
716,S_1661,U_706,Purchase,2025-07-28 23:56:00,Desktop,Chrome,Instagram,P_190,Beauty,1634.93,2678.63,UPI,Chennai
717,S_1412,U_518,Checkout,2025-10-27 07:53:00,Mobile,Safari,Email,P_158,Clothing,422.46,0.0,Credit Card,Mumbai
718,S_1081,U_663,Purchase,2025-08-01 18:31:00,Tablet,Firefox,Facebook,P_166,Home & Kitchen,4462.89,5675.49,UPI,Delhi
719,S_1262,U_353,Homepage,2025-09-19 14:52:00,Mobile,Chrome,Google,P_136,Sportswear,4464.29,0.0,UPI,Delhi
720,S_1468,U_111,Add_to_Cart,2025-07-27 02:13:00,Tablet,Chrome,Google,P_285,Sportswear,1283.16,7620.28,Debit Card,Mumbai
721,S_1345,U_107,Purchase,2025-06-29 15:20:00,Desktop,Edge,Instagram,P_211,Home & Kitchen,1065.5,7373.6,Debit Card,Delhi
722,S_1627,U_239,Homepage,2025-08-15 17:39:00,Desktop,Edge,Email,P_145,Home & Kitchen,2872.28,0.0,Debit Card,Chennai
723,S_1959,U_66,Homepage,2025-09-15 22:46:00,Desktop,Chrome,Direct,P_141,Electronics,3264.54,0.0,Credit Card,Kolkata
724,S_1278,U_439,Add_to_Cart,2025-08-29 17:12:00,Mobile,Edge,Direct,P_284,Home & Kitchen,4800.45,2036.61,COD,Mumbai
